Год выпуска,КПП,Мощность,Объём,Привод,Пробег,Руль,Тип кузова,Топливо,Цвет,Цена
2000.0,механика,110.0,2.2,передний,,,хэтчбек,дизель,серебряный,3100.0
2016.0,типтроник,252.0,2.0,постоянный полный,7242.0,левый,кроссовер,бензин,черный,62829.0
2016.0,автомат,245.0,3.0,постоянный полный,7700.0,левый,кроссовер,дизель,серый,74126.0
2017.0,автомат,245.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,белый,95111.0
2003.0,автомат,163.0,2.5,передний,,левый,универсал,дизель,серебряный,4700.0
2017.0,автомат,245.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,синий,89573.0
2005.0,автомат,272.0,3.5,постоянный полный,93700.0,левый,кроссовер,бензин,серебряный,10500.0
2005.0,автомат,272.0,3.5,постоянный полный,93700.0,левый,кроссовер,бензин,серебряный,10500.0
2005.0,автомат,272.0,3.5,постоянный полный,93700.0,левый,кроссовер,бензин,серебряный,10500.0
2005.0,автомат,272.0,3.5,постоянный полный,93700.0,левый,кроссовер,бензин,серебряный,10500.0
2005.0,автомат,272.0,3.5,постоянный полный,93700.0,левый,кроссовер,бензин,серебряный,10500.0
,автомат,,,постоянный полный,200000.0,правый,универсал,бензин,,4300.0
2017.0,типтроник,340.0,3.0,постоянный полный,1.0,левый,кроссовер,бензин,коричневый,80978.0
2017.0,типтроник,252.0,2.0,постоянный полный,8986.0,левый,кроссовер,бензин,черный,62578.0
2017.0,автомат,245.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,серый,84224.0
2017.0,автомат,245.0,3.0,постоянный полный,1.0,левый,кроссовер,дизель,белый,79541.0
2017.0,автомат,245.0,3.0,постоянный полный,2971.0,левый,кроссовер,дизель,черный,77168.0
2005.0,автомат,,4.0,,,левый,внедорожник / пикап,бензин,белый,14999.0
2010.0,автомат,367.0,5.7,постоянный полный,176000.0,левый,внедорожник / пикап,бензин,черный,45000.0
2018.0,типтроник,340.0,3.0,постоянный полный,1.0,левый,кроссовер,бензин,черный,99036.0
2000.0,автомат,156.0,2.5,передний,265000.0,правый,универсал,бензин,бежевый,2800.0
2018.0,типтроник,252.0,2.0,постоянный полный,1.0,левый,кроссовер,бензин,красный,76127.0
2002.0,автомат,,2.0,,175000.0,правый,универсал,бензин,серебряный,3800.0
1988.0,механика,72.0,1.6,передний,,,седан,бензин,серый,1499.0
1992.0,механика,132.0,2.3,задний,,левый,седан,бензин,черный,2500.0
,механика,,,,,левый,седан,,,285.0
2007.0,автомат,272.0,3.5,задний,,левый,седан,бензин,серебряный,15500.0
2003.0,автомат,,2.4,передний,262000.0,правый,минивэн / бус,бензин,белый жемчуг,7500.0
2000.0,автомат,354.0,3.2,задний,,левый,седан,бензин,черный,3450.0
2006.0,автомат,,,задний,,левый,седан,бензин,,10500.0
2005.0,автомат,360.0,4.8,постоянный полный,,левый,кроссовер,бензин,серый,13300.0
2002.0,автомат,,4.3,,,левый,седан,бензин,серебряный,8200.0
1991.0,механика,90.0,1.8,передний,,левый,седан,бензин,бордовый,1785.0
2012.0,механика,,,задний,24000.0,,седан,,бордовый,150000.0
1993.0,механика,140.0,2.0,задний,200.0,левый,минивэн / бус,дизель,серый,2300.0
2009.0,механика,,1.6,задний,,левый,седан,бензин,коричневый,1785.0
2000.0,автомат,,2.0,,,правый,универсал,бензин,серебряный,1428.0
2000.0,автомат,279.0,4.3,задний,136000.0,левый,седан,бензин,белый,8500.0
2006.0,механика,177.0,2.2,передний,,левый,минивэн / бус,дизель,голубой,8799.0
2004.0,автомат,120.0,2.9,полный подключаемый,,левый,внедорожник / пикап,дизель,черный,7699.0
2003.0,типтроник,,2.4,передний,,правый,минивэн / бус,бензин,черный,3500.0
2003.0,механика,,2.0,передний,20000.0,левый,хэтчбек,бензин,синий,3000.0
2002.0,автомат,215.0,3.0,передний,187000.0,правый,седан,бензин,черный,5550.0
2005.0,механика,,1.0,передний,835802.0,левый,седан,бензин,синий,2285.0
2012.0,механика,150.0,2.0,передний,128997.0,левый,кроссовер,бензин,белый,15912.0
2011.0,автомат,3500.0,3500.0,постоянный полный,90000.0,левый,кроссовер,бензин,белый жемчуг,28000.0
2012.0,автомат,150.0,2.0,передний,99000.0,левый,кроссовер,бензин,серый,17500.0
2013.0,автомат,150.0,2.0,передний,87000.0,левый,кроссовер,бензин,красный,18520.0
2014.0,автомат,150.0,2.0,передний,43000.0,левый,кроссовер,бензин,красный,20600.0
2015.0,автомат,150.0,2.0,передний,36010.0,левый,кроссовер,бензин,белый,23370.0
2016.0,автомат,192.0,2.5,постоянный полный,15000.0,левый,кроссовер,бензин,голубой,29570.0
2005.0,автомат,233.0,3.3,постоянный полный,130860.0,левый,кроссовер,бензин,серебряный,14500.0
2008.0,автомат,238.0,2.3,постоянный полный,95458.0,левый,кроссовер,бензин,красный,9977.0
2008.0,автомат,238.0,2.3,постоянный полный,112500.0,левый,кроссовер,бензин,синий,10672.0
2001.0,автомат,107.0,1.5,передний,,левый,седан,бензин,черный,2000.0
2011.0,автомат,238.0,2.3,постоянный полный,75000.0,левый,кроссовер,бензин,,13105.0
2001.0,автомат,210.0,3.0,постоянный полный,,правый,минивэн / бус,бензин,серый,3000.0
2003.0,механика,155.0,2.2,передний,32000.0,левый,седан,бензин,серый,3500.0
2000.0,автомат,155.0,2.0,задний,187000.0,правый,седан,бензин,серебряный,3600.0
2000.0,механика,193.0,2.8,постоянный полный,,левый,седан,бензин,серебряный,2200.0
1995.0,автомат,150.0,2.0,задний,,левый,седан,бензин,темно-синий,2142.0
2001.0,автомат,224.0,3.2,задний,3333.0,левый,седан,бензин,,6900.0
2006.0,,,3.5,,,,седан,,,10500.0
1996.0,механика,150.0,2.3,задний,,левый,седан,бензин,смарагд,3500.0
2003.0,автомат,132.0,1.8,передний,132000.0,правый,универсал,бензин,серебряный,5600.0
2001.0,автомат,,3.2,,,левый,седан,бензин,смарагд,6900.0
2002.0,автомат,,2.3,передний,300.0,правый,универсал,бензин,серый,3300.0
2010.0,автомат,289.0,4.0,полный подключаемый,109500.0,левый,универсал,бензин,черный,30500.0
1998.0,механика,2500.0,2500.0,задний,,левый,седан,бензин,серебряный,3000.0
,типтроник,,,,203000.0,левый,седан,бензин,,5500.0
1995.0,механика,,1.0,,,левый,хэтчбек,бензин,,100000.0
2003.0,автомат,,2.0,полный подключаемый,,правый,внедорожник / пикап,бензин,серебряный,5700.0
2002.0,автомат,215.0,2.5,задний,214523.0,правый,седан,бензин,серый,3200.0
2002.0,автомат,,3.0,,,правый,седан,бензин,серебряный,3400.0
2016.0,автомат,275.0,3.5,передний,35385.0,левый,минивэн / бус,бензин,белый,70470.0
1999.0,автомат,,1.8,передний,,левый,седан,бензин,вишневый,3700.0
2014.0,автомат,275.0,3.5,передний,65889.0,левый,минивэн / бус,бензин,черный,41970.0
2014.0,автомат,235.0,4.5,постоянный полный,161089.0,левый,внедорожник / пикап,дизель,белый,51530.0
2015.0,автомат,173.0,3.0,постоянный полный,16366.0,левый,внедорожник / пикап,дизель,белый,47185.0
2014.0,автомат,185.0,2.7,полный подключаемый,65999.0,левый,кроссовер,бензин,белый,30500.0
2017.0,автомат,181.0,2.5,передний,28528.0,левый,седан,бензин,мокрый асфальт,28380.0
1996.0,автомат,,2.5,задний,,,седан,бензин,белый,2500.0
2008.0,механика,,2.2,задний,220000.0,левый,минивэн / бус,дизель,бежевый,12500.0
2017.0,автомат,181.0,2.5,передний,48318.0,левый,седан,бензин,черный,25460.0
2017.0,автомат,150.0,2.0,передний,14723.0,левый,седан,бензин,черный,24590.0
1995.0,автомат,197.0,2.8,задний,220000.0,правый,седан,бензин,серебряный,2200.0
2013.0,автомат,273.0,3.5,постоянный полный,127433.0,левый,кроссовер,бензин,белый,24575.0
2002.0,автомат,150.0,2.0,задний,250000.0,левый,седан,бензин,,3800.0
2015.0,автомат,181.0,2.5,передний,54292.0,левый,седан,бензин,белый,24419.0
2013.0,автомат,182.0,2.5,передний,94645.0,левый,седан,бензин,серый,18370.0
2000.0,,,,,,,универсал,бензин,голубой,1000.0
2003.0,,,,,,,хэтчбек,,бежевый,1000.0
2001.0,механика,170.0,2.7,задний,330000.0,левый,седан,дизель,черный,6800.0
2003.0,,,,,,,внедорожник / пикап,,,1000.0
2005.0,автомат,273.0,4.7,постоянный полный,153000.0,левый,внедорожник / пикап,бензин,серебряный,20500.0
2002.0,автомат,220.0,3.0,постоянный полный,165000.0,правый,внедорожник / пикап,бензин,,6700.0
2012.0,вариатор,181.0,2.5,передний,156194.0,левый,седан,бензин,серебряный,18250.0
1999.0,автомат,277.0,3.5,передний,168379.0,левый,седан,бензин,черный,17728.0
2012.0,автомат,277.0,3.5,передний,102224.0,левый,седан,бензин,белый,19639.0
2001.0,автомат,140.0,2.0,передний,235000.0,левый,универсал,бензин,серебряный,3200.0
2012.0,вариатор,147.0,1.8,передний,123238.0,левый,седан,бензин,зеленый,14795.0
2011.0,вариатор,147.0,1.8,передний,50637.0,левый,седан,бензин,мокрый асфальт,14686.0
2004.0,автомат,220.0,3.0,задний,200000.0,правый,универсал,бензин,серебряный,3700.0
2003.0,типтроник,204.0,3.0,постоянный полный,176.0,левый,кроссовер,бензин,серебряный,13500.0
2017.0,автомат,238.0,2.0,постоянный полный,5334.0,левый,кроссовер,бензин,белый,57100.0
2004.0,автомат,,4.7,,128500.0,левый,внедорожник / пикап,газ-бензин,черный,17000.0
2016.0,автомат,422.0,4.0,постоянный полный,44.0,левый,внедорожник / пикап,бензин,черный,134950.0
2007.0,автомат,,5.7,полный подключаемый,,,внедорожник / пикап,бензин,черный,37500.0
2012.0,автомат,181.0,2.5,передний,25000.0,левый,седан,бензин,черный,19200.0
1998.0,механика,,2.0,задний,,левый,седан,бензин,мокрый асфальт,3500.0
1993.0,автомат,192.0,2.5,задний,,левый,седан,бензин,серебряный,2800.0
2012.0,автомат,,4.0,полный подключаемый,87000.0,,внедорожник / пикап,бензин,черный,36500.0
2011.0,автомат,507.0,5.5,постоянный полный,93512.0,левый,внедорожник / пикап,бензин,черный,64100.0
2002.0,автомат,,3.0,передний,,,седан,бензин,серебряный,3850.0
2013.0,автомат,367.0,5.7,постоянный полный,74535.0,левый,внедорожник / пикап,бензин,черный,58641.0
2003.0,автомат,,,,,,седан,бензин,,3600.0
2004.0,автомат,231.0,3.0,постоянный полный,,левый,кроссовер,бензин,черный,8500.0
2003.0,автомат,156.0,2.0,передний,,,минивэн / бус,бензин,серебряный,4300.0
1990.0,автомат,136.0,2.3,задний,,левый,седан,бензин,серый,2300.0
2003.0,автомат,192.0,2.5,задний,180000.0,,седан,бензин,синий,4800.0
1999.0,автомат,,2.3,,,левый,минивэн / бус,бензин,синий,2300.0
2008.0,автомат,290.0,3.6,постоянный полный,118000.0,левый,кроссовер,бензин,черный,18771.0
2001.0,механика,147.0,2.2,передний,,правый,универсал,бензин,серый,2000.0
2008.0,автомат,500.0,4.8,постоянный полный,144689.0,левый,кроссовер,бензин,белый,19293.0
2002.0,автомат,125.0,2.0,постоянный полный,12345.0,правый,седан,бензин,,3350.0
2008.0,автомат,290.0,3.6,постоянный полный,167000.0,левый,кроссовер,бензин,черный,18535.0
2008.0,автомат,405.0,4.8,постоянный полный,125000.0,левый,кроссовер,бензин,,16017.0
1996.0,автомат,100.0,2.7,полный подключаемый,,правый,внедорожник / пикап,дизель,,3200.0
2005.0,механика,59.0,1.1,передний,,левый,хэтчбек,бензин,серебряный,2571.0
2008.0,автомат,385.0,4.8,постоянный полный,188511.0,левый,кроссовер,бензин,серебряный,16049.0
2002.0,механика,90.0,1.5,задний,170000.0,левый,седан,бензин,мокрый асфальт,3350.0
2008.0,автомат,500.0,4.8,постоянный полный,195720.0,левый,кроссовер,бензин,черный,16195.0
2008.0,автомат,385.0,4.8,постоянный полный,166000.0,левый,кроссовер,бензин,белый,16368.0
1990.0,механика,192.0,2.5,задний,,левый,седан,бензин,голубой,3500.0
2004.0,механика,58.0,1.0,передний,5000.0,левый,минивэн / бус,бензин,белый,1800.0
2008.0,автомат,385.0,4.8,постоянный полный,51971.0,левый,кроссовер,бензин,белый,20817.0
2000.0,механика,210.0,2.0,задний,180000.0,правый,седан,бензин,белый,5500.0
2009.0,автомат,240.0,3.0,постоянный полный,105000.0,левый,кроссовер,дизель,черный,29033.0
2009.0,автомат,240.0,3.0,постоянный полный,130000.0,левый,кроссовер,дизель,черный,24465.0
2009.0,автомат,240.0,3.0,постоянный полный,159634.0,левый,кроссовер,дизель,серебряный,24487.0
2002.0,автомат,150.0,2.4,передний,225000.0,левый,кроссовер,бензин,серый,5300.0
2010.0,автомат,550.0,4.8,постоянный полный,83000.0,левый,кроссовер,бензин,черный,34459.0
2002.0,автомат,220.0,1.6,передний,150000.0,правый,седан,бензин,черный,4000.0
2010.0,автомат,400.0,4.8,постоянный полный,91259.0,левый,кроссовер,бензин,черный,28642.0
1988.0,механика,,1.8,задний,,,седан,бензин,синий,785.0
2010.0,автомат,400.0,4.8,постоянный полный,105000.0,левый,кроссовер,бензин,серебряный,31256.0
2010.0,автомат,400.0,4.8,постоянный полный,109988.0,левый,кроссовер,бензин,серебряный,29033.0
2010.0,автомат,245.0,3.0,постоянный полный,105600.0,левый,кроссовер,дизель,черный,35238.0
2011.0,автомат,400.0,4.8,постоянный полный,97000.0,левый,кроссовер,бензин,коричневый,36277.0
1996.0,автомат,140.0,2.0,передний,,правый,седан,бензин,серебряный,105000.0
2008.0,автомат,388.0,5.5,задний,132116.0,левый,седан,бензин,черный,16800.0
2003.0,механика,120.0,1.8,передний,,,седан,бензин,,3700.0
2011.0,автомат,500.0,4.8,постоянный полный,58114.0,левый,кроссовер,бензин,черный,39098.0
1988.0,механика,,,,,левый,внедорожник / пикап,дизель,серый,10000.0
2006.0,автомат,,3.0,задний,1.0,левый,седан,бензин,,11000.0
2011.0,автомат,500.0,4.8,постоянный полный,75391.0,левый,кроссовер,бензин,белый,37748.0
2005.0,автомат,218.0,3.0,постоянный полный,,левый,кроссовер,дизель,серый,12000.0
2002.0,механика,,1.0,передний,,левый,хэтчбек,бензин,серебряный,2214.0
2004.0,механика,,2.4,передний,,левый,минивэн / бус,бензин,серый,5800.0
1998.0,автомат,145.0,2.0,передний,150.0,правый,седан,бензин,белый,2800.0
1988.0,,,,,,левый,внедорожник / пикап,дизель,серый,10000.0
2000.0,автомат,,3.2,полный подключаемый,240000.0,левый,седан,бензин,серебряный,6700.0
2012.0,автомат,500.0,4.8,постоянный полный,133025.0,левый,кроссовер,бензин,черный,47927.0
2017.0,автомат,200.0,2.0,передний,7000.0,левый,кроссовер,бензин,белый,57000.0
2012.0,автомат,245.0,3.0,постоянный полный,89298.0,левый,кроссовер,дизель,белый,39593.0
2013.0,автомат,245.0,3.0,постоянный полный,71500.0,левый,кроссовер,дизель,белый,43374.0
2002.0,автомат,,2300.0,передний,,правый,универсал,бензин,фиолетовый,3500.0
2013.0,автомат,420.0,4.8,постоянный полный,59000.0,левый,кроссовер,бензин,белый,41799.0
2013.0,автомат,300.0,3.6,постоянный полный,134707.0,левый,кроссовер,бензин,черный,33143.0
2013.0,автомат,500.0,4.8,постоянный полный,77409.0,левый,кроссовер,бензин,черный,46508.0
2003.0,автомат,,1.8,передний,12345.0,правый,седан,бензин,белый жемчуг,6200.0
2013.0,автомат,300.0,3.6,постоянный полный,153128.0,левый,кроссовер,бензин,коричневый,34471.0
2006.0,автомат,215.0,2.5,задний,158000.0,,седан,бензин,серебряный,7500.0
1994.0,механика,,2.8,постоянный полный,,правый,минивэн / бус,дизель,мокрый асфальт,4000.0
2004.0,механика,75.0,1.6,задний,78000.0,левый,седан,бензин,баклажан,2000.0
2003.0,автомат,136.0,1.8,передний,99787.0,правый,минивэн / бус,бензин,серебряный,5600.0
1997.0,автомат,279.0,4.2,задний,315.0,левый,седан,бензин,синий,3300.0
1999.0,автомат,145.0,2.0,передний,30000000000.0,правый,седан,бензин,белый жемчуг,3200.0
2001.0,автомат,,3.0,постоянный полный,,левый,кроссовер,бензин,черный,8500.0
2009.0,автомат,,,задний,,левый,седан,бензин,черный,17500.0
2002.0,механика,,2.0,задний,,левый,седан,дизель,черный,5150.0
2003.0,автомат,238.0,4.7,постоянный полный,,левый,внедорожник / пикап,газ-бензин,черный,18000.0
2005.0,,,2.4,,,,минивэн / бус,,,11500.0
2003.0,автомат,,4.7,,,левый,внедорожник / пикап,бензин,серебряный,14999.0
2005.0,автомат,,3.0,,,левый,внедорожник / пикап,дизель,серебряный,14999.0
1994.0,автомат,286.0,4.0,задний,3000000.0,левый,седан,бензин,серебряный,4000.0
2003.0,автомат,155.0,2.0,передний,110000.0,правый,седан,бензин,серебряный,5700.0
2011.0,автомат,,4.6,,,левый,внедорожник / пикап,бензин,белый,34999.0
1987.0,механика,,2.0,передний,238687.0,левый,седан,бензин,золотой,1571.0
2005.0,автомат,170.0,2.4,передний,194000.0,левый,кроссовер,бензин,белый,11500.0
2003.0,автомат,2.0,2.0,передний,,правый,универсал,бензин,серый,4200.0
2002.0,автомат,160.0,2.4,передний,237000.0,правый,минивэн / бус,бензин,белый,3650.0
2000.0,автомат,306.0,5.0,задний,290.0,левый,седан,бензин,серебряный,5500.0
2001.0,типтроник,165.0,2.4,передний,,левый,седан,газ-бензин,серый,3000.0
2007.0,автомат,,2.0,,2222.0,левый,внедорожник / пикап,бензин,синий,12700.0
2004.0,типтроник,,3.5,полный подключаемый,2980000.0,левый,внедорожник / пикап,бензин,серебряный,7800.0
2002.0,типтроник,,3.0,передний,,правый,минивэн / бус,газ-бензин,белый жемчуг,6000.0
2004.0,автомат,,3.7,задний,170000.0,левый,седан,бензин,серебряный,10200.0
2001.0,автомат,,1.7,передний,,правый,хэтчбек,бензин,серебряный,3200.0
,автомат,,,полный подключаемый,100.0,левый,универсал,бензин,,4000.0
2007.0,механика,,1.0,задний,,,седан,бензин,,1857.0
2000.0,автомат,190.0,2.2,передний,150000.0,левый,хэтчбек,дизель,коричневый,5000.0
2003.0,автомат,130.0,1.7,передний,,правый,минивэн / бус,бензин,,4700.0
2003.0,механика,100.0,2.0,передний,,левый,минивэн / бус,дизель,серый,3800.0
2000.0,автомат,209.0,3.0,постоянный полный,,правый,универсал,бензин,зеленый,4500.0
2000.0,автомат,238.0,4.7,постоянный полный,,левый,внедорожник / пикап,газ-бензин,коричневый,14500.0
2000.0,автомат,88.0,1.3,постоянный полный,136241.0,правый,хэтчбек,бензин,синий,3800.0
2006.0,автомат,388.0,5.5,задний,160000.0,левый,седан,бензин,черный,17500.0
1992.0,механика,75.0,1.8,передний,,,универсал,бензин,вишневый,1928.0
2006.0,автомат,,3.5,задний,,левый,седан,бензин,серебряный,10500.0
2004.0,механика,105.0,1.9,передний,300000.0,левый,минивэн / бус,дизель,красный,5000.0
2003.0,автомат,238.0,4.7,постоянный полный,154214.0,левый,внедорожник / пикап,бензин,серебряный,15900.0
2001.0,типтроник,193.0,2.8,задний,246425.0,левый,седан,бензин,черный,6000.0
2000.0,,,,,,правый,внедорожник / пикап,бензин,,5500.0
1995.0,автомат,,2.3,передний,329000.0,правый,минивэн / бус,бензин,голубой,180000.0
2003.0,,,,передний,,правый,минивэн / бус,бензин,белый жемчуг,5200.0
2001.0,автомат,220.0,3.0,передний,,,минивэн / бус,бензин,серебряный,5200.0
2002.0,вариатор,170.0,2.4,передний,,левый,седан,бензин,серебряный,5000.0
2013.0,автомат,277.0,3.5,постоянный полный,87500.0,левый,кроссовер,бензин,черный,34555.0
2012.0,автомат,277.0,3.5,полный подключаемый,30000.0,левый,кроссовер,бензин,белый,33999.0
2013.0,автомат,277.0,3.5,постоянный полный,78400.0,левый,кроссовер,бензин,белый,33777.0
2002.0,механика,,,,,,универсал,бензин,,3000.0
2004.0,автомат,,2.7,,,левый,минивэн / бус,дизель,красный,17000.0
2003.0,автомат,200.0,2.5,задний,166000.0,правый,седан,бензин,серый,5800.0
2015.0,автомат,107.0,1.4,передний,20200.0,левый,седан,бензин,белый,10500.0
2001.0,механика,8888.0,1.6,передний,211733.0,левый,хэтчбек,бензин,серый,4200.0
1997.0,автомат,,3.0,,240.0,левый,седан,бензин,,5600.0
2001.0,типтроник,170.0,2.5,постоянный полный,172000.0,правый,седан,бензин,темно-синий,3500.0
2006.0,автомат,235.0,3.0,задний,150000.0,левый,седан,дизель,,13700.0
2002.0,автомат,,2.5,,,правый,универсал,бензин,зеленый,3200.0
1993.0,механика,240.0,2.5,задний,,левый,седан,бензин,мокрый асфальт,4500.0
,механика,,,задний,24000.0,левый,седан,бензин,,285.0
2010.0,автомат,367.0,4.6,постоянный полный,96601.0,левый,седан,бензин,черный,21100.0
2013.0,автомат,277.0,3.5,постоянный полный,95000.0,левый,кроссовер,бензин,черный,33333.0
2009.0,автомат,277.0,3.5,полный подключаемый,103000.0,левый,кроссовер,бензин,серый,22670.0
2003.0,автомат,245.0,3.7,задний,118000.0,левый,седан,бензин,белый,9600.0
2012.0,автомат,277.0,3.5,постоянный полный,88232.0,левый,кроссовер,бензин,серебряный,33555.0
1998.0,автомат,,1.8,передний,179.0,левый,хэтчбек,бензин,серебряный,4600.0
2010.0,автомат,277.0,3.5,полный подключаемый,106302.0,левый,кроссовер,бензин,серебряный,26000.0
2012.0,автомат,277.0,3.5,постоянный полный,95400.0,левый,кроссовер,бензин,вишневый,32444.0
2014.0,автомат,277.0,3.5,постоянный полный,56000.0,левый,кроссовер,бензин,коричневый,32555.0
2008.0,автомат,381.0,5.7,постоянный полный,170000.0,левый,внедорожник / пикап,бензин,серый,29000.0
2002.0,автомат,,2.2,,,левый,седан,бензин,серый,4200.0
1996.0,автомат,279.0,4.2,задний,,левый,седан,бензин,серый,3700.0
2012.0,автомат,277.0,3.5,полный подключаемый,113345.0,левый,кроссовер,бензин,коричневый,31931.0
2014.0,автомат,317.0,3.5,постоянный полный,62575.0,левый,седан,бензин,серый,30650.0
2012.0,автомат,277.0,3.5,полный подключаемый,72660.0,левый,кроссовер,бензин,белый,31412.0
2004.0,автомат,180.0,2.5,постоянный полный,249000.0,левый,универсал,дизель,серый,4500.0
2013.0,автомат,188.0,2.7,передний,47360.0,левый,кроссовер,бензин,коричневый,30997.0
2014.0,автомат,188.0,2.7,передний,64737.0,левый,кроссовер,бензин,белый,30546.0
2003.0,автомат,140.0,2.0,передний,165000.0,правый,кроссовер,бензин,серый,5800.0
2012.0,автомат,277.0,3.5,полный подключаемый,79133.0,левый,кроссовер,бензин,черный,29999.0
2005.0,автомат,272.0,3.5,задний,180500.0,левый,седан,бензин,серебряный,10500.0
2005.0,автомат,272.0,3.5,задний,180500.0,левый,седан,бензин,серебряный,10500.0
2012.0,автомат,188.0,2.7,передний,58700.0,левый,кроссовер,бензин,белый,29725.0
2003.0,автомат,,2.7,задний,190000.0,левый,седан,дизель,серебряный,5800.0
1985.0,механика,,,задний,,левый,универсал,газ-бензин,коричневый,2000.0
2013.0,автомат,188.0,2.7,передний,59388.0,левый,кроссовер,бензин,серый,29335.0
1997.0,автомат,,2.4,,,правый,кроссовер,бензин,,2285.0
2006.0,автомат,276.0,3.5,постоянный полный,201900.0,левый,кроссовер,бензин,черный,14990.0
2003.0,вариатор,86.0,1.3,передний,173000.0,правый,седан,бензин,черный,3400.0
2007.0,автомат,276.0,3.5,постоянный полный,140000.0,левый,кроссовер,бензин,бежевый,15495.0
2007.0,автомат,276.0,3.5,постоянный полный,137000.0,левый,кроссовер,бензин,серебряный,15668.0
2003.0,автомат,240.0,4.7,полный подключаемый,140000.0,левый,внедорожник / пикап,бензин,черный,17500.0
1993.0,автомат,99.0,2.8,полный подключаемый,,правый,внедорожник / пикап,дизель,серебряный,3785.0
2002.0,автомат,,3.0,постоянный полный,,,кроссовер,бензин,черный,3800.0
1997.0,механика,122.0,2.9,задний,,левый,минивэн / бус,дизель,белый,8300.0
2008.0,автомат,276.0,3.5,постоянный полный,203000.0,левый,кроссовер,бензин,серый,15999.0
2007.0,автомат,204.0,3.0,передний,191714.0,левый,кроссовер,бензин,бежевый,18000.0
2011.0,автомат,277.0,3.5,полный подключаемый,65000.0,левый,кроссовер,бензин,белый,27630.0
2010.0,автомат,277.0,3.5,полный подключаемый,58836.0,левый,кроссовер,бензин,серебряный,27100.0
2009.0,автомат,277.0,3.5,полный подключаемый,122297.0,левый,кроссовер,бензин,красный,21562.0
2001.0,механика,129.0,1.8,передний,250000.0,левый,хэтчбек,бензин,серебряный,3500.0
2009.0,автомат,277.0,3.5,полный подключаемый,84249.0,левый,кроссовер,бензин,черный,23990.0
2011.0,автомат,277.0,3.5,полный подключаемый,145115.0,левый,кроссовер,бензин,белый,27000.0
2011.0,автомат,277.0,3.5,полный подключаемый,103450.0,левый,кроссовер,бензин,черный,26755.0
1999.0,автомат,102.0,1.6,передний,,левый,седан,бензин,серебряный,3500.0
2002.0,,,,,,,седан,,,4700.0
2005.0,автомат,273.0,4.7,постоянный полный,80000.0,левый,внедорожник / пикап,бензин,серый,19500.0
2001.0,автомат,129.0,1.8,передний,,левый,универсал,бензин,зеленый,4200.0
2011.0,автомат,277.0,3.5,полный подключаемый,136000.0,левый,кроссовер,бензин,белый,26777.0
2001.0,автомат,193.0,2.8,задний,,левый,седан,бензин,черный,7000.0
2002.0,автомат,192.0,2.5,задний,1.0,левый,седан,бензин,серебряный,5600.0
2005.0,автомат,306.0,5.0,задний,,левый,кабриолет,бензин,черный,11000.0
1997.0,механика,90.0,1.8,передний,,левый,хэтчбек,бензин,красный,157000.0
2002.0,автомат,109.0,1.5,,124000.0,правый,хэтчбек,бензин,белый,4250.0
2002.0,механика,,2.0,постоянный полный,,левый,универсал,газ-бензин,вишневый,5200.0
2011.0,автомат,277.0,3.5,передний,77000.0,левый,седан,бензин,белый,17900.0
2001.0,автомат,286.0,4.4,постоянный полный,,левый,кроссовер,бензин,серебряный,4800.0
2004.0,автомат,250.0,3.0,передний,151.0,правый,седан,бензин,серебряный,6200.0
2009.0,автомат,277.0,3.5,полный подключаемый,94000.0,левый,кроссовер,бензин,белый,24555.0
2010.0,автомат,277.0,3.5,полный подключаемый,143242.0,левый,кроссовер,бензин,серый,24777.0
2012.0,автомат,188.0,2.7,передний,105000.0,левый,кроссовер,бензин,черный,26222.0
2010.0,автомат,277.0,3.5,полный подключаемый,130158.0,левый,кроссовер,бензин,белый,24999.0
2012.0,автомат,188.0,2.7,передний,105217.0,левый,кроссовер,бензин,белый,24937.0
2004.0,автомат,,,передний,,левый,седан,бензин,золотой,8800.0
1989.0,механика,192.0,2.5,задний,334.0,левый,седан,бензин,бежевый,1700.0
2008.0,автомат,480.0,3.6,постоянный полный,46361.0,левый,кабриолет,бензин,голубой,66253.0
1998.0,механика,51.0,0.8,передний,,левый,хэтчбек,бензин,белый,1714.0
2012.0,автомат,188.0,2.7,передний,105000.0,левый,кроссовер,бензин,черный,26223.0
2002.0,автомат,147.0,2.0,передний,110000.0,правый,хэтчбек,бензин,черный,3500.0
1985.0,механика,300.0,3.0,задний,5.0,левый,минивэн / бус,дизель,,3428.0
1994.0,автомат,,1.8,задний,,левый,седан,бензин,вишневый,2800.0
2016.0,типтроник,580.0,3.8,постоянный полный,3711.0,левый,кабриолет,бензин,голубой,201031.0
1990.0,механика,,1.3,передний,384088.0,левый,хэтчбек,бензин,черный,2000.0
2005.0,автомат,175.0,2.5,постоянный полный,2050000.0,правый,универсал,бензин,зеленый,5300.0
2012.0,автомат,105.0,1.6,передний,66657.0,левый,хэтчбек,бензин,белый,8910.0
2017.0,типтроник,420.0,3.0,постоянный полный,1.0,левый,кабриолет,бензин,белый,187463.0
2001.0,механика,115.0,2.7,задний,350000.0,левый,минивэн / бус,дизель,белый,10500.0
1990.0,механика,55.0,1.3,передний,384088.0,левый,хэтчбек,бензин,черный,1985.0
